,Image,Accuracy,F1,Jaccard,Recall,Precision,confusion
383,volume-85_slice_298_0,0.9995231628417969,0.9995231628417969,0.9990467802142076,0.9995231628417969,0.9995231628417969,"[[0. 0.]
 [1. 1.]]"
384,volume-85_slice_309_0,0.9995880126953125,0.9995880126953125,0.9991763647179049,0.9995880126953125,0.9995880126953125,"[[0. 0.]
 [1. 1.]]"
385,volume-85_slice_314_0,0.9999732971191406,0.9999732971191406,0.9999465956643309,0.9999732971191406,0.9999732971191406,"[[0. 0.]
 [1. 1.]]"
386,volume-85_slice_315_0,0.9998931884765625,0.9998931884765625,0.9997863997680911,0.9998931884765625,0.9998931884765625,"[[0. 0.]
 [1. 1.]]"
387,volume-85_slice_322_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
388,volume-85_slice_325_0,0.9991683959960938,0.9991683959960938,0.998338173973365,0.9991683959960938,0.9991683959960938,"[[0. 0.]
 [1. 1.]]"
389,volume-85_slice_336_0,0.9991607666015625,0.9991607666015625,0.998322940647345,0.9991607666015625,0.9991607666015625,"[[1.00000000e+00 8.40105090e-04]
 [0.00000000e+00 9.99159895e-01]]"
390,volume-85_slice_341_0,0.999176025390625,0.999176025390625,0.9983534075316359,0.999176025390625,0.999176025390625,"[[9.70614426e-01 7.01093016e-04]
 [2.93855744e-02 9.99298907e-01]]"
391,volume-85_slice_350_0,0.99761962890625,0.99761962890625,0.9952505632344882,0.99761962890625,0.99761962890625,"[[0.89659773 0.00121167]
 [0.10340227 0.99878833]]"
392,volume-85_slice_357_0,0.9991302490234375,0.9991302490234375,0.9982620096656656,0.9991302490234375,0.9991302490234375,"[[9.70471464e-01 4.22294025e-04]
 [2.95285360e-02 9.99577706e-01]]"
393,volume-85_slice_35_0,0.9889450073242188,0.9889450073242188,0.9781317677952929,0.9889450073242188,0.9889450073242188,"[[0.         0.01105499]
 [0.         0.98894501]]"
394,volume-85_slice_372_0,0.9955635070800781,0.9955635070800781,0.9911662052281177,0.9955635070800781,0.9955635070800781,"[[8.68138882e-01 5.11187134e-04]
 [1.31861118e-01 9.99488813e-01]]"
395,volume-85_slice_375_0,0.9970474243164062,0.9970474243164062,0.9941122327113396,0.9970474243164062,0.9970474243164062,"[[9.28419738e-01 7.90905764e-04]
 [7.15802623e-02 9.99209094e-01]]"
396,volume-85_slice_378_0,0.9689674377441406,0.9689674377441406,0.939802944364897,0.9689674377441406,0.9689674377441406,"[[0. 0.]
 [1. 1.]]"
397,volume-85_slice_379_0,0.9982032775878906,0.9982032775878906,0.9964130000190393,0.9982032775878906,0.9982032775878906,"[[9.62654140e-01 6.03243320e-04]
 [3.73458602e-02 9.99396757e-01]]"
398,volume-85_slice_388_0,0.958343505859375,0.958343505859375,0.9200187501831073,0.958343505859375,0.958343505859375,"[[0. 0.]
 [1. 1.]]"
399,volume-85_slice_395_0,0.9935379028320312,0.9935379028320312,0.9871587868313132,0.9935379028320312,0.9935379028320312,"[[0.90327952 0.00144162]
 [0.09672048 0.99855838]]"
400,volume-85_slice_397_0,0.9923057556152344,0.9923057556152344,0.9847290099598351,0.9923057556152344,0.9923057556152344,"[[0.89455969 0.0019468 ]
 [0.10544031 0.9980532 ]]"
401,volume-85_slice_400_0,0.9865646362304688,0.9865646362304688,0.9734855043550925,0.9865646362304688,0.9865646362304688,"[[0.82008934 0.00188063]
 [0.17991066 0.99811937]]"
402,volume-85_slice_41_0,0.93359375,0.9345241959195518,0.8770956527971903,0.9354564983067173,0.93359375,"[[0.        0.0645435]
 [0.        0.9354565]]"
403,volume-85_slice_424_0,0.9733657836914062,0.9733657836914062,0.9481135230338206,0.9733657836914062,0.9733657836914062,"[[0.81510067 0.00859666]
 [0.18489933 0.99140334]]"
404,volume-85_slice_433_0,0.9791946411132812,0.9791946411132812,0.9592373635079485,0.9791946411132812,0.9791946411132812,"[[0.90846236 0.01261955]
 [0.09153764 0.98738045]]"
405,volume-85_slice_43_0,0.9005851745605469,0.9005851745605469,0.8191495636786316,0.9005851745605469,0.9005851745605469,"[[0.         0.09941483]
 [0.         0.90058517]]"
406,volume-85_slice_452_0,0.9928703308105469,0.9928703308105469,0.985841606284539,0.9928703308105469,0.9928703308105469,"[[0.97331976 0.00417958]
 [0.02668024 0.99582042]]"
407,volume-85_slice_454_0,0.9941253662109375,0.9941253662109375,0.9883193519515784,0.9941253662109375,0.9941253662109375,"[[0.97921379 0.00358248]
 [0.02078621 0.99641752]]"
408,volume-85_slice_465_0,0.9807090759277344,0.9807090759277344,0.9621483452531989,0.9807090759277344,0.9807090759277344,"[[0.88637558 0.00136192]
 [0.11362442 0.99863808]]"
409,volume-85_slice_466_0,0.9786376953125,0.9786376953125,0.9581689972511055,0.9786376953125,0.9786376953125,"[[0.87691547 0.00168897]
 [0.12308453 0.99831103]]"
410,volume-85_slice_478_0,0.8440704345703125,0.8440704345703125,0.7302092271137218,0.8440704345703125,0.8440704345703125,"[[0. 0.]
 [1. 1.]]"
411,volume-85_slice_492_0,0.9655113220214844,0.9655113220214844,0.9333222707745635,0.9655113220214844,0.9655113220214844,"[[0.84255311 0.00384566]
 [0.15744689 0.99615434]]"
412,volume-85_slice_498_0,0.8013114929199219,0.8013114929199219,0.6684901775456753,0.8013114929199219,0.8013114929199219,"[[0. 0.]
 [1. 1.]]"
413,volume-85_slice_504_0,0.9903907775878906,0.9903907775878906,0.9809644717999871,0.9903907775878906,0.9903907775878906,"[[0.95559434 0.00155493]
 [0.04440566 0.99844507]]"
414,volume-85_slice_546_0,0.9830322265625,0.9830322265625,0.9666306565838435,0.9830322265625,0.9830322265625,"[[0.9277354  0.00531591]
 [0.0722646  0.99468409]]"
415,volume-85_slice_550_0,0.977020263671875,0.977020263671875,0.9550729393514513,0.977020263671875,0.977020263671875,"[[0.89304672 0.00530122]
 [0.10695328 0.99469878]]"
416,volume-85_slice_568_0,0.8916587829589844,0.8916587829589844,0.8044984425820441,0.8916587829589844,0.8916587829589844,"[[0. 0.]
 [1. 1.]]"
417,volume-85_slice_587_0,0.9798927307128906,0.9798927307128906,0.9605781276293401,0.9798927307128906,0.9798927307128906,"[[6.83966524e-01 8.96002607e-05]
 [3.16033476e-01 9.99910400e-01]]"
418,volume-85_slice_588_0,0.944854736328125,0.944854736328125,0.895473608098337,0.944854736328125,0.944854736328125,"[[0. 0.]
 [1. 1.]]"
419,volume-85_slice_591_0,0.988494873046875,0.988494873046875,0.9772514708100769,0.988494873046875,0.988494873046875,"[[7.59935118e-01 2.24166780e-04]
 [2.40064882e-01 9.99775833e-01]]"
420,volume-85_slice_597_0,0.9952392578125,0.9952392578125,0.9905236301785931,0.9952392578125,0.9952392578125,"[[8.41259119e-01 2.86564446e-04]
 [1.58740881e-01 9.99713436e-01]]"
421,volume-85_slice_607_0,0.999359130859375,0.999359130859375,0.9987190826191711,0.999359130859375,0.999359130859375,"[[8.95696572e-01 9.58688208e-05]
 [1.04303428e-01 9.99904131e-01]]"
422,volume-85_slice_614_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
423,volume-85_slice_623_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
424,volume-85_slice_71_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
425,volume-85_slice_73_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
426,volume-85_slice_75_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
427,volume-85_slice_81_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
